,pokedex_number,name,generation,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed
627,530,Excadrill,5,Subterrene Pokémon,Ground,Steel,0.7,40.4,Sand Rush,Sand Force,Mold Breaker,508,110,135,60,50,65,88
628,531,Audino,5,Hearing Pokémon,Normal,None,1.1,31,Healer,Regenerator,Klutz,445,103,60,86,60,86,50
629,531,Mega Audino,5,Hearing Pokémon,Normal,Fairy,1.5,32,Healer,None,None,545,103,60,126,80,126,50
630,532,Timburr,5,Muscular Pokémon,Fighting,None,0.6,12.5,Guts,Sheer Force,Iron Fist,305,75,80,55,25,35,35
631,533,Gurdurr,5,Muscular Pokémon,Fighting,None,1.2,40,Guts,Sheer Force,Iron Fist,405,85,105,85,40,50,40
632,534,Conkeldurr,5,Muscular Pokémon,Fighting,None,1.4,87,Guts,Sheer Force,Iron Fist,505,105,140,95,55,65,45
633,535,Tympole,5,Tadpole Pokémon,Water,None,0.5,4.5,Swift Swim,Hydration,Water Absorb,294,50,50,40,50,40,64
634,536,Palpitoad,5,Vibration Pokémon,Water,Ground,0.8,17,Swift Swim,Hydration,Water Absorb,384,75,65,55,65,55,69
635,537,Seismitoad,5,Vibration Pokémon,Water,Ground,1.5,62,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,85,75,74
636,538,Throh,5,Judo Pokémon,Fighting,None,1.3,55.5,Guts,Inner Focus,Mold Breaker,465,120,100,85,30,85,45
637,539,Sawk,5,Karate Pokémon,Fighting,None,1.4,51,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85
638,540,Sewaddle,5,Sewing Pokémon,Bug,Grass,0.3,2.5,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42
639,541,Swadloon,5,Leaf-Wrapped Pokémon,Bug,Grass,0.5,7.3,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,50,80,42
640,542,Leavanny,5,Nurturing Pokémon,Bug,Grass,1.2,20.5,Swarm,Chlorophyll,Overcoat,500,75,103,80,70,80,92
641,543,Venipede,5,Centipede Pokémon,Bug,Poison,0.4,5.3,Poison Point,Swarm,Speed Boost,260,30,45,59,30,39,57
642,544,Whirlipede,5,Curlipede Pokémon,Bug,Poison,1.2,58.5,Poison Point,Swarm,Speed Boost,360,40,55,99,40,79,47
643,545,Scolipede,5,Megapede Pokémon,Bug,Poison,2.5,200.5,Poison Point,Swarm,Speed Boost,485,60,100,89,55,69,112
644,546,Cottonee,5,Cotton Puff Pokémon,Grass,Fairy,0.3,0.6,Prankster,Infiltrator,Chlorophyll,280,40,27,60,37,50,66
645,547,Whimsicott,5,Windveiled Pokémon,Grass,Fairy,0.7,6.6,Prankster,Infiltrator,Chlorophyll,480,60,67,85,77,75,116
646,548,Petilil,5,Bulb Pokémon,Grass,None,0.5,6.6,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,70,50,30
647,549,Lilligant,5,Flowering Pokémon,Grass,None,1.1,16.3,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,110,75,90
648,550,Basculin Red-Striped Form,5,Hostile Pokémon,Water,None,1,18,Reckless,Adaptability,Mold Breaker,460,70,92,65,80,55,98
649,550,Basculin Blue-Striped Form,5,Hostile Pokémon,Water,None,1,18,Rock Head,Adaptability,Mold Breaker,460,70,92,65,80,55,98
650,551,Sandile,5,Desert Croc Pokémon,Ground,Dark,0.7,15.2,Intimidate,Moxie,Anger Point,292,50,72,35,35,35,65
651,552,Krokorok,5,Desert Croc Pokémon,Ground,Dark,1,33.4,Intimidate,Moxie,Anger Point,351,60,82,45,45,45,74
652,553,Krookodile,5,Intimidation Pokémon,Ground,Dark,1.5,96.3,Intimidate,Moxie,Anger Point,519,95,117,80,65,70,92
653,554,Darumaka,5,Zen Charm Pokémon,Fire,None,0.6,37.5,Hustle,None,Inner Focus,315,70,90,45,15,45,50
654,554,Galarian Darumaka,5,Zen Charm Pokémon,Ice,None,0.7,40,Hustle,None,Inner Focus,315,70,90,45,15,45,50
655,555,Darmanitan Standard Mode,5,Blazing Pokémon,Fire,None,1.3,92.9,Sheer Force,None,Zen Mode,480,105,140,55,30,55,95
656,555,Darmanitan Zen Mode,5,Blazing Pokémon,Fire,Psychic,1.3,92.9,Sheer Force,None,Zen Mode,540,105,30,105,140,105,55
657,555,Galarian Darmanitan Standard Mode,5,Zen Charm Pokémon,Ice,None,1.7,120,Gorilla Tactics,None,Zen Mode,480,105,140,55,30,55,95
658,555,Galarian Darmanitan Zen Mode,5,Zen Charm Pokémon,Ice,Fire,1.7,120,Gorilla Tactics,None,Zen Mode,540,105,160,55,30,55,135
659,556,Maractus,5,Cactus Pokémon,Grass,None,1,28,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,106,67,60
660,557,Dwebble,5,Rock Inn Pokémon,Bug,Rock,0.3,14.5,Sturdy,Shell Armor,Weak Armor,325,50,65,85,35,35,55
661,558,Crustle,5,Stone Home Pokémon,Bug,Rock,1.4,200,Sturdy,Shell Armor,Weak Armor,485,70,105,125,65,75,45
662,559,Scraggy,5,Shedding Pokémon,Dark,Fighting,0.6,11.8,Shed Skin,Moxie,Intimidate,348,50,75,70,35,70,48
663,560,Scrafty,5,Hoodlum Pokémon,Dark,Fighting,1.1,30,Shed Skin,Moxie,Intimidate,488,65,90,115,45,115,58
664,561,Sigilyph,5,Avianoid Pokémon,Psychic,Flying,1.4,14,Wonder Skin,Magic Guard,Tinted Lens,490,72,58,80,103,80,97
665,562,Yamask,5,Spirit Pokémon,Ghost,None,0.5,1.5,Mummy,None,None,303,38,30,85,55,65,30
666,562,Galarian Yamask,5,Spirit Pokémon,Ground,Ghost,0.5,1.5,Wandering Spirit,None,None,303,38,55,85,30,65,30
667,563,Cofagrigus,5,Coffin Pokémon,Ghost,None,1.7,76.5,Mummy,None,None,483,58,50,145,95,105,30
668,564,Tirtouga,5,Prototurtle Pokémon,Water,Rock,0.7,16.5,Solid Rock,Sturdy,Swift Swim,355,54,78,103,53,45,22
669,565,Carracosta,5,Prototurtle Pokémon,Water,Rock,1.2,81,Solid Rock,Sturdy,Swift Swim,495,74,108,133,83,65,32
670,566,Archen,5,First Bird Pokémon,Rock,Flying,0.5,9.5,Defeatist,None,None,401,55,112,45,74,45,70
671,567,Archeops,5,First Bird Pokémon,Rock,Flying,1.4,32,Defeatist,None,None,567,75,140,65,112,65,110
672,568,Trubbish,5,Trash Bag Pokémon,Poison,None,0.6,31,Stench,Sticky Hold,Aftermath,329,50,50,62,40,62,65
673,569,Garbodor,5,Trash Heap Pokémon,Poison,None,1.9,107.3,Stench,Weak Armor,Aftermath,474,80,95,82,60,82,75
674,570,Zorua,5,Tricky Fox Pokémon,Dark,None,0.7,12.5,Illusion,None,None,330,40,65,40,80,40,65
675,571,Zoroark,5,Illusion Fox Pokémon,Dark,None,1.6,81.1,Illusion,None,None,510,60,105,60,120,60,105
676,572,Minccino,5,Chinchilla Pokémon,Normal,None,0.4,5.8,Cute Charm,Technician,Skill Link,300,55,50,40,40,40,75
677,573,Cinccino,5,Scarf Pokémon,Normal,None,0.5,7.5,Cute Charm,Technician,Skill Link,470,75,95,60,65,60,115
678,574,Gothita,5,Fixation Pokémon,Psychic,None,0.4,5.8,Frisk,Competitive,Shadow Tag,290,45,30,50,55,65,45
679,575,Gothorita,5,Manipulate Pokémon,Psychic,None,0.7,18,Frisk,Competitive,Shadow Tag,390,60,45,70,75,85,55
680,576,Gothitelle,5,Astral Body Pokémon,Psychic,None,1.5,44,Frisk,Competitive,Shadow Tag,490,70,55,95,95,110,65
681,577,Solosis,5,Cell Pokémon,Psychic,None,0.3,1,Overcoat,Magic Guard,Regenerator,290,45,30,40,105,50,20
682,578,Duosion,5,Mitosis Pokémon,Psychic,None,0.6,8,Overcoat,Magic Guard,Regenerator,370,65,40,50,125,60,30
683,579,Reuniclus,5,Multiplying Pokémon,Psychic,None,1,20.1,Overcoat,Magic Guard,Regenerator,490,110,65,75,125,85,30
684,580,Ducklett,5,Water Bird Pokémon,Water,Flying,0.5,5.5,Keen Eye,Big Pecks,Hydration,305,62,44,50,44,50,55
685,581,Swanna,5,White Bird Pokémon,Water,Flying,1.3,24.2,Keen Eye,Big Pecks,Hydration,473,75,87,63,87,63,98
686,582,Vanillite,5,Fresh Snow Pokémon,Ice,None,0.4,5.7,Ice Body,Snow Cloak,Weak Armor,305,36,50,50,65,60,44
687,583,Vanillish,5,Icy Snow Pokémon,Ice,None,1.1,41,Ice Body,Snow Cloak,Weak Armor,395,51,65,65,80,75,59
688,584,Vanilluxe,5,Snowstorm Pokémon,Ice,None,1.3,57.5,Ice Body,Snow Warning,Weak Armor,535,71,95,85,110,95,79
689,585,Deerling,5,Season Pokémon,Normal,Grass,0.6,19.5,Chlorophyll,Sap Sipper,Serene Grace,335,60,60,50,40,50,75
690,586,Sawsbuck,5,Season Pokémon,Normal,Grass,1.9,92.5,Chlorophyll,Sap Sipper,Serene Grace,475,80,100,70,60,70,95
691,587,Emolga,5,Sky Squirrel Pokémon,Electric,Flying,0.4,5,Static,None,Motor Drive,428,55,75,60,75,60,103
692,588,Karrablast,5,Clamping Pokémon,Bug,None,0.5,5.9,Swarm,Shed Skin,No Guard,315,50,75,45,40,45,60
693,589,Escavalier,5,Cavalry Pokémon,Bug,Steel,1,33,Swarm,Shell Armor,Overcoat,495,70,135,105,60,105,20
694,590,Foongus,5,Mushroom Pokémon,Grass,Poison,0.2,1,Effect Spore,None,Regenerator,294,69,55,45,55,55,15
695,591,Amoonguss,5,Mushroom Pokémon,Grass,Poison,0.6,10.5,Effect Spore,None,Regenerator,464,114,85,70,85,80,30
696,592,Frillish,5,Floating Pokémon,Water,Ghost,1.2,33,Water Absorb,Cursed Body,Damp,335,55,40,50,65,85,40
697,593,Jellicent,5,Floating Pokémon,Water,Ghost,2.2,135,Water Absorb,Cursed Body,Damp,480,100,60,70,85,105,60
698,594,Alomomola,5,Caring Pokémon,Water,None,1.2,31.6,Healer,Hydration,Regenerator,470,165,75,80,40,45,65
699,595,Joltik,5,Attaching Pokémon,Bug,Electric,0.1,0.6,Compound Eyes,Unnerve,Swarm,319,50,47,50,57,50,65
700,596,Galvantula,5,EleSpider Pokémon,Bug,Electric,0.8,14.3,Compound Eyes,Unnerve,Swarm,472,70,77,60,97,60,108
701,597,Ferroseed,5,Thorn Seed Pokémon,Grass,Steel,0.6,18.8,Iron Barbs,None,Anticipation,305,44,50,91,24,86,10
702,598,Ferrothorn,5,Thorn Pod Pokémon,Grass,Steel,1,110,Iron Barbs,None,Anticipation,489,74,94,131,54,116,20
703,599,Klink,5,Gear Pokémon,Steel,None,0.3,21,Plus,Minus,Clear Body,300,40,55,70,45,60,30
704,600,Klang,5,Gear Pokémon,Steel,None,0.6,51,Plus,Minus,Clear Body,440,60,80,95,70,85,50
705,601,Klinklang,5,Gear Pokémon,Steel,None,0.6,81,Plus,Minus,Clear Body,520,60,100,115,70,85,90
706,602,Tynamo,5,EleFish Pokémon,Electric,None,0.2,0.3,Levitate,None,None,275,35,55,40,45,40,60
707,603,Eelektrik,5,EleFish Pokémon,Electric,None,1.2,22,Levitate,None,None,405,65,85,70,75,70,40
708,604,Eelektross,5,EleFish Pokémon,Electric,None,2.1,80.5,Levitate,None,None,515,85,115,80,105,80,50
709,605,Elgyem,5,Cerebral Pokémon,Psychic,None,0.5,9,Telepathy,Synchronize,Analytic,335,55,55,55,85,55,30
710,606,Beheeyem,5,Cerebral Pokémon,Psychic,None,1,34.5,Telepathy,Synchronize,Analytic,485,75,75,75,125,95,40
711,607,Litwick,5,Candle Pokémon,Ghost,Fire,0.3,3.1,Flash Fire,Flame Body,Infiltrator,275,50,30,55,65,55,20
712,608,Lampent,5,Lamp Pokémon,Ghost,Fire,0.6,13,Flash Fire,Flame Body,Infiltrator,370,60,40,60,95,60,55
713,609,Chandelure,5,Luring Pokémon,Ghost,Fire,1,34.3,Flash Fire,Flame Body,Infiltrator,520,60,55,90,145,90,80
714,610,Axew,5,Tusk Pokémon,Dragon,None,0.6,18,Rivalry,Mold Breaker,Unnerve,320,46,87,60,30,40,57
715,611,Fraxure,5,Axe Jaw Pokémon,Dragon,None,1,36,Rivalry,Mold Breaker,Unnerve,410,66,117,70,40,50,67
716,612,Haxorus,5,Axe Jaw Pokémon,Dragon,None,1.8,105.5,Rivalry,Mold Breaker,Unnerve,540,76,147,90,60,70,97
717,613,Cubchoo,5,Chill Pokémon,Ice,None,0.5,8.5,Snow Cloak,Slush Rush,Rattled,305,55,70,40,60,40,40
718,614,Beartic,5,Freezing Pokémon,Ice,None,2.6,260,Snow Cloak,Slush Rush,Swift Swim,505,95,130,80,70,80,50
719,615,Cryogonal,5,Crystallizing Pokémon,Ice,None,1.1,148,Levitate,None,None,515,80,50,50,95,135,105
720,616,Shelmet,5,Snail Pokémon,Bug,None,0.4,7.7,Hydration,Shell Armor,Overcoat,305,50,40,85,40,65,25
721,617,Accelgor,5,Shell Out Pokémon,Bug,None,0.8,25.3,Hydration,Sticky Hold,Unburden,495,80,70,40,100,60,145
722,618,Stunfisk,5,Trap Pokémon,Ground,Electric,0.7,11,Static,Limber,Sand Veil,471,109,66,84,81,99,32
723,618,Galarian Stunfisk,5,Trap Pokémon,Ground,Steel,0.7,20.5,Mimicry,None,None,471,109,81,99,66,84,32
724,619,Mienfoo,5,Martial Arts Pokémon,Fighting,None,0.9,20,Inner Focus,Regenerator,Reckless,350,45,85,50,55,50,65
725,620,Mienshao,5,Martial Arts Pokémon,Fighting,None,1.4,35.5,Inner Focus,Regenerator,Reckless,510,65,125,60,95,60,105
726,621,Druddigon,5,Cave Pokémon,Dragon,None,1.6,139,Rough Skin,Sheer Force,Mold Breaker,485,77,120,90,60,90,48
727,622,Golett,5,Automaton Pokémon,Ground,Ghost,1,92,Iron Fist,Klutz,No Guard,303,59,74,50,35,50,35
728,623,Golurk,5,Automaton Pokémon,Ground,Ghost,2.8,330,Iron Fist,Klutz,No Guard,483,89,124,80,55,80,55
729,624,Pawniard,5,Sharp Blade Pokémon,Dark,Steel,0.5,10.2,Defiant,Inner Focus,Pressure,340,45,85,70,40,40,60
730,625,Bisharp,5,Sword Blade Pokémon,Dark,Steel,1.6,70,Defiant,Inner Focus,Pressure,490,65,125,100,60,70,70
731,626,Bouffalant,5,Bash Buffalo Pokémon,Normal,None,1.6,94.6,Reckless,Sap Sipper,Soundproof,490,95,110,95,40,95,55
732,627,Rufflet,5,Eaglet Pokémon,Normal,Flying,0.5,10.5,Keen Eye,Sheer Force,Hustle,350,70,83,50,37,50,60
733,628,Braviary,5,Valiant Pokémon,Normal,Flying,1.5,41,Keen Eye,Sheer Force,Defiant,510,100,123,75,57,75,80
734,629,Vullaby,5,Diapered Pokémon,Dark,Flying,0.5,9,Big Pecks,Overcoat,Weak Armor,370,70,55,75,45,65,60
735,630,Mandibuzz,5,Bone Vulture Pokémon,Dark,Flying,1.2,39.5,Big Pecks,Overcoat,Weak Armor,510,110,65,105,55,95,80
736,631,Heatmor,5,Anteater Pokémon,Fire,None,1.4,58,Gluttony,Flash Fire,White Smoke,484,85,97,66,105,66,65
737,632,Durant,5,Iron Ant Pokémon,Bug,Steel,0.3,33,Swarm,Hustle,Truant,484,58,109,112,48,48,109
738,633,Deino,5,Irate Pokémon,Dark,Dragon,0.8,17.3,Hustle,None,None,300,52,65,50,45,50,38
739,634,Zweilous,5,Hostile Pokémon,Dark,Dragon,1.4,50,Hustle,None,None,420,72,85,70,65,70,58
740,635,Hydreigon,5,Brutal Pokémon,Dark,Dragon,1.8,160,Levitate,None,None,600,92,105,90,125,90,98
741,636,Larvesta,5,Torch Pokémon,Bug,Fire,1.1,28.8,Flame Body,None,Swarm,360,55,85,55,50,55,60
742,637,Volcarona,5,Sun Pokémon,Bug,Fire,1.6,46,Flame Body,None,Swarm,550,85,60,65,135,105,100
743,638,Cobalion,5,Iron Will Pokémon,Steel,Fighting,2.1,250,Justified,None,None,580,91,90,129,90,72,108
744,639,Terrakion,5,Cavern Pokémon,Rock,Fighting,1.9,260,Justified,None,None,580,91,129,90,72,90,108
745,640,Virizion,5,Grassland Pokémon,Grass,Fighting,2,200,Justified,None,None,580,91,90,72,90,129,108
746,641,Tornadus Incarnate Forme,5,Cyclone Pokémon,Flying,None,1.5,63,Prankster,None,Defiant,580,79,115,70,125,80,111
747,641,Tornadus Therian Forme,5,Cyclone Pokémon,Flying,None,1.4,63,Regenerator,None,None,580,79,100,80,110,90,121
748,642,Thundurus Incarnate Forme,5,Bolt Strike Pokémon,Electric,Flying,1.5,61,Prankster,None,Defiant,580,79,115,70,125,80,111
749,642,Thundurus Therian Forme,5,Bolt Strike Pokémon,Electric,Flying,3,61,Volt Absorb,None,None,580,79,105,70,145,80,101
750,643,Reshiram,5,Vast White Pokémon,Dragon,Fire,3.2,330,Turboblaze,None,None,680,100,120,100,150,120,90
751,644,Zekrom,5,Deep Black Pokémon,Dragon,Electric,2.9,345,Teravolt,None,None,680,100,150,120,120,100,90
752,645,Landorus Incarnate Forme,5,Abundance Pokémon,Ground,Flying,1.5,68,Sand Force,None,Sheer Force,600,89,125,90,115,80,101
753,645,Landorus Therian Forme,5,Abundance Pokémon,Ground,Flying,1.3,68,Intimidate,None,None,600,89,145,90,105,80,91
754,646,Kyurem,5,Boundary Pokémon,Dragon,Ice,3,325,Pressure,None,None,660,125,130,90,130,90,95
755,646,Black Kyurem,5,Boundary Pokémon,Dragon,Ice,3.3,325,Teravolt,None,None,700,125,170,100,120,90,95
756,646,White Kyurem,5,Boundary Pokémon,Dragon,Ice,3.6,325,Turboblaze,None,None,700,125,120,90,170,100,95
757,647,Keldeo Ordinary Forme,5,Colt Pokémon,Water,Fighting,1.4,48.5,Justified,None,None,580,91,72,90,129,90,108
758,647,Keldeo Resolute Forme,5,Colt Pokémon,Water,Fighting,1.4,48.5,Justified,None,None,580,91,72,90,129,90,108
759,648,Meloetta Aria Forme,5,Melody Pokémon,Normal,Psychic,0.6,6.5,Serene Grace,None,None,600,100,77,77,128,128,90
760,648,Meloetta Pirouette Forme,5,Melody Pokémon,Normal,Fighting,0.6,6.5,Serene Grace,None,None,600,100,128,90,77,77,128
761,649,Genesect,5,Paleozoic Pokémon,Bug,Steel,1.5,82.5,Download,None,None,600,71,120,95,120,95,99
762,650,Chespin,6,Spiny Nut Pokémon,Grass,None,0.4,9,Overgrow,None,Bulletproof,313,56,61,65,48,45,38
763,651,Quilladin,6,Spiny Armor Pokémon,Grass,None,0.7,29,Overgrow,None,Bulletproof,405,61,78,95,56,58,57
764,652,Chesnaught,6,Spiny Armor Pokémon,Grass,Fighting,1.6,90,Overgrow,None,Bulletproof,530,88,107,122,74,75,64
765,653,Fennekin,6,Fox Pokémon,Fire,None,0.4,9.4,Blaze,None,Magician,307,40,45,40,62,60,60
766,654,Braixen,6,Fox Pokémon,Fire,None,1,14.5,Blaze,None,Magician,409,59,59,58,90,70,73
767,655,Delphox,6,Fox Pokémon,Fire,Psychic,1.5,39,Blaze,None,Magician,534,75,69,72,114,100,104
768,656,Froakie,6,Bubble Frog Pokémon,Water,None,0.3,7,Torrent,None,Protean,314,41,56,40,62,44,71
769,657,Frogadier,6,Bubble Frog Pokémon,Water,None,0.6,10.9,Torrent,None,Protean,405,54,63,52,83,56,97
770,658,Greninja,6,Ninja Pokémon,Water,Dark,1.5,40,Torrent,None,Protean,530,72,95,67,103,71,122
771,658,Ash-Greninja,6,Ninja Pokémon,Water,Dark,1.5,40,Battle Bond,None,None,640,72,145,67,153,71,132
772,659,Bunnelby,6,Digging Pokémon,Normal,None,0.4,5,Pickup,Cheek Pouch,Huge Power,237,38,36,38,32,36,57
773,660,Diggersby,6,Digging Pokémon,Normal,Ground,1,42.4,Pickup,Cheek Pouch,Huge Power,423,85,56,77,50,77,78
774,661,Fletchling,6,Tiny Robin Pokémon,Normal,Flying,0.3,1.7,Big Pecks,None,Gale Wings,278,45,50,43,40,38,62
775,662,Fletchinder,6,Ember Pokémon,Fire,Flying,0.7,16,Flame Body,None,Gale Wings,382,62,73,55,56,52,84
776,663,Talonflame,6,Scorching Pokémon,Fire,Flying,1.2,24.5,Flame Body,None,Gale Wings,499,78,81,71,74,69,126
777,664,Scatterbug,6,Scatterdust Pokémon,Bug,None,0.3,2.5,Shield Dust,Compound Eyes,Friend Guard,200,38,35,40,27,25,35
778,665,Spewpa,6,Scatterdust Pokémon,Bug,None,0.3,8.4,Shed Skin,None,Friend Guard,213,45,22,60,27,30,29
779,666,Vivillon,6,Scale Pokémon,Bug,Flying,1.2,17,Shield Dust,Compound Eyes,Friend Guard,411,80,52,50,90,50,89
780,667,Litleo,6,Lion Cub Pokémon,Fire,Normal,0.6,13.5,Rivalry,Unnerve,Moxie,369,62,50,58,73,54,72
781,668,Pyroar,6,Royal Pokémon,Fire,Normal,1.5,81.5,Rivalry,Unnerve,Moxie,507,86,68,72,109,66,106
782,669,Flabébé,6,Single Bloom Pokémon,Fairy,None,0.1,0.1,Flower Veil,None,Symbiosis,303,44,38,39,61,79,42
783,670,Floette,6,Single Bloom Pokémon,Fairy,None,0.2,0.9,Flower Veil,None,Symbiosis,371,54,45,47,75,98,52
784,671,Florges,6,Garden Pokémon,Fairy,None,1.1,10,Flower Veil,None,Symbiosis,552,78,65,68,112,154,75
785,672,Skiddo,6,Mount Pokémon,Grass,None,0.9,31,Sap Sipper,None,Grass Pelt,350,66,65,48,62,57,52
786,673,Gogoat,6,Mount Pokémon,Grass,None,1.7,91,Sap Sipper,None,Grass Pelt,531,123,100,62,97,81,68
787,674,Pancham,6,Playful Pokémon,Fighting,None,0.6,8,Iron Fist,Mold Breaker,Scrappy,348,67,82,62,46,48,43
788,675,Pangoro,6,Daunting Pokémon,Fighting,Dark,2.1,136,Iron Fist,Mold Breaker,Scrappy,495,95,124,78,69,71,58
789,676,Furfrou,6,Poodle Pokémon,Normal,None,1.2,28,Fur Coat,None,None,472,75,80,60,65,90,102
790,677,Espurr,6,Restraint Pokémon,Psychic,None,0.3,3.5,Keen Eye,Infiltrator,Own Tempo,355,62,48,54,63,60,68
791,678,Meowstic Male,6,Constraint Pokémon,Psychic,None,0.6,8.5,Keen Eye,Infiltrator,Prankster,466,74,48,76,83,81,104
792,678,Meowstic Female,6,Constraint Pokémon,Psychic,None,0.6,8.5,Keen Eye,Infiltrator,Competitive,466,74,48,76,83,81,104
793,679,Honedge,6,Sword Pokémon,Steel,Ghost,0.8,2,No Guard,None,None,325,45,80,100,35,37,28
794,680,Doublade,6,Sword Pokémon,Steel,Ghost,0.8,4.5,No Guard,None,None,448,59,110,150,45,49,35
795,681,Aegislash Blade Forme,6,Royal Sword Pokémon,Steel,Ghost,1.7,53,Stance Change,None,None,520,60,150,50,150,50,60
796,681,Aegislash Shield Forme,6,Royal Sword Pokémon,Steel,Ghost,1.7,53,Stance Change,None,None,520,60,50,150,50,150,60
797,682,Spritzee,6,Perfume Pokémon,Fairy,None,0.2,0.5,Healer,None,Aroma Veil,341,78,52,60,63,65,23
798,683,Aromatisse,6,Fragrance Pokémon,Fairy,None,0.8,15.5,Healer,None,Aroma Veil,462,101,72,72,99,89,29
799,684,Swirlix,6,Cotton Candy Pokémon,Fairy,None,0.4,3.5,Sweet Veil,None,Unburden,341,62,48,66,59,57,49
800,685,Slurpuff,6,Meringue Pokémon,Fairy,None,0.8,5,Sweet Veil,None,Unburden,480,82,80,86,85,75,72
801,686,Inkay,6,Revolving Pokémon,Dark,Psychic,0.4,3.5,Contrary,Suction Cups,Infiltrator,288,53,54,53,37,46,45
802,687,Malamar,6,Overturning Pokémon,Dark,Psychic,1.5,47,Contrary,Suction Cups,Infiltrator,482,86,92,88,68,75,73
803,688,Binacle,6,Two-Handed Pokémon,Rock,Water,0.5,31,Sniper,Tough Claws,Pickpocket,306,42,52,67,39,56,50
804,689,Barbaracle,6,Collective Pokémon,Rock,Water,1.3,96,Sniper,Tough Claws,Pickpocket,500,72,105,115,54,86,68
805,690,Skrelp,6,Mock Kelp Pokémon,Poison,Water,0.5,7.3,Poison Point,Poison Touch,Adaptability,320,50,60,60,60,60,30
806,691,Dragalge,6,Mock Kelp Pokémon,Poison,Dragon,1.8,81.5,Poison Point,Poison Touch,Adaptability,494,65,75,90,97,123,44
807,692,Clauncher,6,Water Gun Pokémon,Water,None,0.5,8.3,Mega Launcher,None,None,330,50,53,62,58,63,44
808,693,Clawitzer,6,Howitzer Pokémon,Water,None,1.3,35.3,Mega Launcher,None,None,500,71,73,88,120,89,59
809,694,Helioptile,6,Generator Pokémon,Electric,Normal,0.5,6,Dry Skin,Sand Veil,Solar Power,289,44,38,33,61,43,70
810,695,Heliolisk,6,Generator Pokémon,Electric,Normal,1,21,Dry Skin,Sand Veil,Solar Power,481,62,55,52,109,94,109
811,696,Tyrunt,6,Royal Heir Pokémon,Rock,Dragon,0.8,26,Strong Jaw,None,Sturdy,362,58,89,77,45,45,48
812,697,Tyrantrum,6,Despot Pokémon,Rock,Dragon,2.5,270,Strong Jaw,None,Rock Head,521,82,121,119,69,59,71
813,698,Amaura,6,Tundra Pokémon,Rock,Ice,1.3,25.2,Refrigerate,None,Snow Warning,362,77,59,50,67,63,46
814,699,Aurorus,6,Tundra Pokémon,Rock,Ice,2.7,225,Refrigerate,None,Snow Warning,521,123,77,72,99,92,58
815,700,Sylveon,6,Intertwining Pokémon,Fairy,None,1,23.5,Cute Charm,None,Pixilate,525,95,65,65,110,130,60
816,701,Hawlucha,6,Wrestling Pokémon,Fighting,Flying,0.8,21.5,Limber,Unburden,Mold Breaker,500,78,92,75,74,63,118
817,702,Dedenne,6,Antenna Pokémon,Electric,Fairy,0.2,2.2,Cheek Pouch,Pickup,Plus,431,67,58,57,81,67,101
818,703,Carbink,6,Jewel Pokémon,Rock,Fairy,0.3,5.7,Clear Body,None,Sturdy,500,50,50,150,50,150,50
819,704,Goomy,6,Soft Tissue Pokémon,Dragon,None,0.3,2.8,Sap Sipper,Hydration,Gooey,300,45,50,35,55,75,40
820,705,Sliggoo,6,Soft Tissue Pokémon,Dragon,None,0.8,17.5,Sap Sipper,Hydration,Gooey,452,68,75,53,83,113,60
821,706,Goodra,6,Dragon Pokémon,Dragon,None,2,150.5,Sap Sipper,Hydration,Gooey,600,90,100,70,110,150,80
822,707,Klefki,6,Key Ring Pokémon,Steel,Fairy,0.2,3,Prankster,None,Magician,470,57,80,91,80,87,75
823,708,Phantump,6,Stump Pokémon,Ghost,Grass,0.4,7,Natural Cure,Frisk,Harvest,309,43,70,48,50,60,38
824,709,Trevenant,6,Elder Tree Pokémon,Ghost,Grass,1.5,71,Natural Cure,Frisk,Harvest,474,85,110,76,65,82,56
825,710,Pumpkaboo Average Size,6,Pumpkin Pokémon,Ghost,Grass,0.4,5,Pickup,Frisk,Insomnia,335,49,66,70,44,55,51
826,710,Pumpkaboo Small Size,6,Pumpkin Pokémon,Ghost,Grass,0.3,3.5,Pickup,Frisk,Insomnia,335,44,66,70,44,55,56
827,710,Pumpkaboo Large Size,6,Pumpkin Pokémon,Ghost,Grass,0.5,7.5,Pickup,Frisk,Insomnia,335,54,66,70,44,55,46
828,710,Pumpkaboo Super Size,6,Pumpkin Pokémon,Ghost,Grass,0.8,15,Pickup,Frisk,Insomnia,335,59,66,70,44,55,41
829,711,Gourgeist Average Size,6,Pumpkin Pokémon,Ghost,Grass,0.9,12.5,Pickup,Frisk,Insomnia,494,65,90,122,58,75,84
830,711,Gourgeist Small Size,6,Pumpkin Pokémon,Ghost,Grass,0.7,9.5,Pickup,Frisk,Insomnia,494,55,85,122,58,75,99
831,711,Gourgeist Large Size,6,Pumpkin Pokémon,Ghost,Grass,1.1,14,Pickup,Frisk,Insomnia,494,75,95,122,58,75,69
